dateTime,total,nonRenew,renew,wind,solar,renewP,nonRenewP,created_at,updated_at,year_total_renew
1/1/2021 12:00:00 AM,2716.37,2106.93,609.44,609.44,0,22.44,77.56,2023-02-27 13:22,2023-02-27 13:22,609.44
1/1/2021 1:00:00 AM,2630.61,2101.61,529,529,0,20.11,79.89,2023-02-27 13:22,2023-02-27 13:22,1138.44
1/1/2021 2:00:00 AM,2649.48,2074.87,574.61,459.75,114.86,21.69,78.31,2023-02-27 13:22,2023-02-27 13:22,1713.05
1/1/2021 3:00:00 AM,2456.93,2117.22,339.71,338.89,0.82,13.83,86.17,2023-02-27 13:22,2023-02-27 13:22,2052.76
1/1/2021 4:00:00 AM,2409.56,2175.07,234.49,234.49,0,9.73,90.27,2023-02-27 13:22,2023-02-27 13:22,2287.25
1/1/2021 5:00:00 AM,2644.07,2005.7,638.37,638.37,0,24.14,75.86,2023-02-27 13:22,2023-02-27 13:22,2925.62
1/1/2021 6:00:00 AM,2648.27,2073.39,574.88,574.88,0,21.71,78.29,2023-02-27 13:22,2023-02-27 13:22,3500.5
1/1/2021 7:00:00 AM,2560.85,2111.25,449.6,449.6,0,17.56,82.44,2023-02-27 13:22,2023-02-27 13:22,3950.1
1/1/2021 8:00:00 AM,2376.33,2147.05,229.28,229.28,0,9.65,90.35,2023-02-27 13:22,2023-02-27 13:22,4179.38
1/1/2021 9:00:00 AM,2465.45,2361.16,104.29,104.29,0,4.23,95.77,2023-02-27 13:22,2023-02-27 13:22,4283.67
1/1/2021 10:00:00 AM,2542.67,2378.57,164.1,164.1,0,6.45,93.55,2023-02-27 13:22,2023-02-27 13:22,4447.77
1/1/2021 11:00:00 AM,2590.85,2296.36,294.49,294.49,0,11.37,88.63,2023-02-27 13:22,2023-02-27 13:22,4742.26
1/1/2021 12:00:00 PM,2615.7,2223.31,392.39,385.88,6.51,15,85,2023-02-27 13:22,2023-02-27 13:22,5134.65
1/1/2021 1:00:00 PM,2665.72,2409.21,256.51,256.05,0.46,9.62,90.38,2023-02-27 13:22,2023-02-27 13:22,5391.16
1/1/2021 2:00:00 PM,2650.71,2248.58,402.13,400.96,1.17,15.17,84.83,2023-02-27 13:22,2023-02-27 13:22,5793.29
1/1/2021 3:00:00 PM,2756.85,2128.23,628.62,626.86,1.76,22.8,77.2,2023-02-27 13:22,2023-02-27 13:22,6421.91
1/1/2021 4:00:00 PM,2830.54,2722.28,108.26,108.26,0,3.82,96.18,2023-02-27 13:22,2023-02-27 13:22,6530.17
1/1/2021 5:00:00 PM,2856.87,2235.36,621.51,621.51,0,21.75,78.25,2023-02-27 13:22,2023-02-27 13:22,7151.68
1/1/2021 6:00:00 PM,2760.97,2276.96,484.01,484.01,0,17.53,82.47,2023-02-27 13:22,2023-02-27 13:22,7635.69
1/1/2021 7:00:00 PM,2649.8,2493.3,156.5,156.5,0,5.91,94.09,2023-02-27 13:22,2023-02-27 13:22,7792.19
1/1/2021 8:00:00 PM,2589.17,2444.81,144.36,144.36,0,5.58,94.42,2023-02-27 13:22,2023-02-27 13:22,7936.55
1/1/2021 9:00:00 PM,2499.02,2311.08,187.94,187.94,0,7.52,92.48,2023-02-27 13:22,2023-02-27 13:22,8124.49
1/1/2021 10:00:00 PM,2442.51,2304.43,138.08,48.83,89.25,5.65,94.35,2023-02-27 13:22,2023-02-27 13:22,8262.57
1/1/2021 11:00:00 PM,2386.55,2350.51,36.04,14.55,21.49,1.51,98.49,2023-02-27 13:22,2023-02-27 13:22,8298.61
1/2/2021 12:00:00 AM,2357.09,2310.66,46.43,46.43,0,1.97,98.03,2023-02-27 13:22,2023-02-27 13:22,8345.04
1/2/2021 1:00:00 AM,2337.3,2337.3,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,8345.04
1/2/2021 2:00:00 AM,2288.98,2288.98,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,8345.04
1/2/2021 3:00:00 AM,2245.68,2245.68,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,8345.04
1/2/2021 4:00:00 AM,2225.77,2225.77,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,8345.04
1/2/2021 5:00:00 AM,2251.96,2251.96,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,8345.04
1/2/2021 6:00:00 AM,2316.61,2316.61,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,8345.04
1/2/2021 7:00:00 AM,2372.83,2372.83,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,8345.04
1/2/2021 8:00:00 AM,2431.8,2431.8,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,8345.04
1/2/2021 9:00:00 AM,2564.52,2541.76,22.76,20.93,1.83,0.89,99.11,2023-02-27 13:22,2023-02-27 13:22,8367.8
1/2/2021 10:00:00 AM,2643.53,2520.5,123.03,123.03,0,4.65,95.35,2023-02-27 13:22,2023-02-27 13:22,8490.83
1/2/2021 11:00:00 AM,2728.28,2546.42,181.86,181.35,0.51,6.67,93.33,2023-02-27 13:22,2023-02-27 13:22,8672.69
1/2/2021 12:00:00 PM,2703.78,2683.38,20.4,20.37,0.03,0.75,99.25,2023-02-27 13:22,2023-02-27 13:22,8693.09
1/2/2021 1:00:00 PM,2725.21,2670.04,55.17,55,0.17,2.02,97.98,2023-02-27 13:22,2023-02-27 13:22,8748.26
1/2/2021 2:00:00 PM,2736.85,2626.36,110.49,108.69,1.8,4.04,95.96,2023-02-27 13:22,2023-02-27 13:22,8858.75
1/2/2021 3:00:00 PM,2780.88,2437.45,343.43,337.66,5.77,12.35,87.65,2023-02-27 13:22,2023-02-27 13:22,9202.18
1/2/2021 4:00:00 PM,2842.51,2531.8,310.71,310.71,0,10.93,89.07,2023-02-27 13:22,2023-02-27 13:22,9512.89
1/2/2021 5:00:00 PM,2887.48,2594.65,292.83,292.83,0,10.14,89.86,2023-02-27 13:22,2023-02-27 13:22,9805.72
1/2/2021 6:00:00 PM,2859.54,2624.2,235.34,172.15,63.19,8.23,91.77,2023-02-27 13:22,2023-02-27 13:22,10041.06
1/2/2021 7:00:00 PM,2799.81,2729.23,70.58,70.26,0.32,2.52,97.48,2023-02-27 13:22,2023-02-27 13:22,10111.64
1/2/2021 8:00:00 PM,2728.69,2492.12,236.57,236.57,0,8.67,91.33,2023-02-27 13:22,2023-02-27 13:22,10348.21
1/2/2021 9:00:00 PM,2722.36,2219.04,503.32,503.32,0,18.49,81.51,2023-02-27 13:22,2023-02-27 13:22,10851.53
1/2/2021 10:00:00 PM,2620.14,2405.17,214.97,214.97,0,8.2,91.8,2023-02-27 13:22,2023-02-27 13:22,11066.5
1/2/2021 11:00:00 PM,2560.83,2468.88,91.95,91.95,0,3.59,96.41,2023-02-27 13:22,2023-02-27 13:22,11158.45
1/3/2021 12:00:00 AM,2471.05,2359.99,111.06,111.06,0,4.49,95.51,2023-02-27 13:22,2023-02-27 13:22,11269.51
1/3/2021 1:00:00 AM,2590.79,2102.44,488.35,488.35,0,18.85,81.15,2023-02-27 13:22,2023-02-27 13:22,11757.86
1/3/2021 2:00:00 AM,2785.14,2117.32,667.82,667.82,0,23.98,76.02,2023-02-27 13:22,2023-02-27 13:22,12425.68
1/3/2021 3:00:00 AM,2539.29,2153.93,385.36,385.36,0,15.18,84.82,2023-02-27 13:22,2023-02-27 13:22,12811.04
1/3/2021 4:00:00 AM,2377.09,2177.31,199.78,111.78,88,8.4,91.6,2023-02-27 13:22,2023-02-27 13:22,13010.82
1/3/2021 5:00:00 AM,2468.98,2161.94,307.04,239.98,67.06,12.44,87.56,2023-02-27 13:22,2023-02-27 13:22,13317.86
1/3/2021 6:00:00 AM,2653.53,2148.29,505.24,505.24,0,19.04,80.96,2023-02-27 13:22,2023-02-27 13:22,13823.1
1/3/2021 7:00:00 AM,2455.67,2308.76,146.91,146.91,0,5.98,94.02,2023-02-27 13:22,2023-02-27 13:22,13970.01
1/3/2021 8:00:00 AM,2495.77,2261.46,234.31,234.31,0,9.39,90.61,2023-02-27 13:22,2023-02-27 13:22,14204.32
1/3/2021 9:00:00 AM,2592.52,2374.47,218.05,218.05,0,8.41,91.59,2023-02-27 13:22,2023-02-27 13:22,14422.37
1/3/2021 10:00:00 AM,2693.13,2665.11,28.02,28.02,0,1.04,98.96,2023-02-27 13:22,2023-02-27 13:22,14450.39
1/3/2021 11:00:00 AM,2756.71,2756.71,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,14450.39
1/3/2021 12:00:00 PM,2754.35,2754.35,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,14450.39
1/3/2021 1:00:00 PM,2806.64,2781.74,24.9,24.83,0.07,0.89,99.11,2023-02-27 13:22,2023-02-27 13:22,14475.29
1/3/2021 2:00:00 PM,2783.42,2674.13,109.29,92.03,17.26,3.93,96.07,2023-02-27 13:22,2023-02-27 13:22,14584.58
1/3/2021 3:00:00 PM,2822.91,2731.67,91.24,84.09,7.15,3.23,96.77,2023-02-27 13:22,2023-02-27 13:22,14675.82
1/3/2021 4:00:00 PM,2998.72,2910.07,88.65,88.51,0.14,2.96,97.04,2023-02-27 13:22,2023-02-27 13:22,14764.47
1/3/2021 5:00:00 PM,3016.93,2962.84,54.09,54.09,0,1.79,98.21,2023-02-27 13:22,2023-02-27 13:22,14818.56
1/3/2021 6:00:00 PM,2934.16,2836.48,97.68,97.68,0,3.33,96.67,2023-02-27 13:22,2023-02-27 13:22,14916.24
1/3/2021 7:00:00 PM,2844.77,2691.05,153.72,153.72,0,5.4,94.6,2023-02-27 13:22,2023-02-27 13:22,15069.96
1/3/2021 8:00:00 PM,2800.8,2708.18,92.62,92.62,0,3.31,96.69,2023-02-27 13:22,2023-02-27 13:22,15162.58
1/3/2021 9:00:00 PM,2788.08,2710.69,77.39,77.39,0,2.78,97.22,2023-02-27 13:22,2023-02-27 13:22,15239.97
1/3/2021 10:00:00 PM,2670.11,2592.2,77.91,77.91,0,2.92,97.08,2023-02-27 13:22,2023-02-27 13:22,15317.88
1/3/2021 11:00:00 PM,2564.55,2506.65,57.9,57.9,0,2.26,97.74,2023-02-27 13:22,2023-02-27 13:22,15375.78
1/4/2021 12:00:00 AM,2456.49,2200.85,255.64,172.81,82.83,10.41,89.59,2023-02-27 13:22,2023-02-27 13:22,15631.42
1/4/2021 1:00:00 AM,2395.51,2277.4,118.11,52.64,65.47,4.93,95.07,2023-02-27 13:22,2023-02-27 13:22,15749.53
1/4/2021 2:00:00 AM,2360.6,2321.68,38.92,2.39,36.53,1.65,98.35,2023-02-27 13:22,2023-02-27 13:22,15788.45
1/4/2021 3:00:00 AM,2340.32,2331.85,8.47,8.27,0.2,0.36,99.64,2023-02-27 13:22,2023-02-27 13:22,15796.92
1/4/2021 4:00:00 AM,2324.6,2324.6,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,15796.92
1/4/2021 5:00:00 AM,2379.03,2379.03,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,15796.92
1/4/2021 6:00:00 AM,2491.8,2491.8,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,15796.92
1/4/2021 7:00:00 AM,2701.01,2701.01,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,15796.92
1/4/2021 8:00:00 AM,2855.38,2830.6,24.78,24.78,0,0.87,99.13,2023-02-27 13:22,2023-02-27 13:22,15821.7
1/4/2021 9:00:00 AM,2986.92,2906.29,80.63,80.63,0,2.7,97.3,2023-02-27 13:22,2023-02-27 13:22,15902.33
1/4/2021 10:00:00 AM,2980.05,2925.44,54.61,54.61,0,1.83,98.17,2023-02-27 13:22,2023-02-27 13:22,15956.94
1/4/2021 11:00:00 AM,2975.35,2975.35,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,15956.94
1/4/2021 12:00:00 PM,2913,2891.99,21.01,20.99,0.02,0.72,99.28,2023-02-27 13:22,2023-02-27 13:22,15977.95
1/4/2021 1:00:00 PM,2941.1,2879.65,61.45,61.45,0,2.09,97.91,2023-02-27 13:22,2023-02-27 13:22,16039.4
1/4/2021 2:00:00 PM,3003.93,3003.93,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16039.4
1/4/2021 3:00:00 PM,2978.86,2976.31,2.55,2.55,0,0.09,99.91,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/4/2021 4:00:00 PM,3062.88,3062.88,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/4/2021 5:00:00 PM,3056.74,3056.74,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/4/2021 6:00:00 PM,2995.62,2995.62,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/4/2021 7:00:00 PM,2853.89,2853.89,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/4/2021 8:00:00 PM,2803.65,2803.65,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/4/2021 9:00:00 PM,2757.17,2757.17,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/4/2021 10:00:00 PM,2692.51,2692.51,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/4/2021 11:00:00 PM,2588.43,2588.43,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 12:00:00 AM,2493.05,2493.05,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 1:00:00 AM,2433.34,2433.34,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 2:00:00 AM,2392.24,2392.24,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 3:00:00 AM,2350.63,2350.63,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 4:00:00 AM,2331.41,2331.41,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 5:00:00 AM,2380.27,2380.27,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 6:00:00 AM,2465.06,2465.06,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 7:00:00 AM,2651.01,2651.01,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 8:00:00 AM,2803.08,2803.08,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 9:00:00 AM,2877.32,2877.32,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 10:00:00 AM,2915.03,2915.03,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 11:00:00 AM,2996.73,2996.73,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 12:00:00 PM,2968.16,2968.16,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 1:00:00 PM,2946.11,2946.11,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 2:00:00 PM,2948.33,2948.33,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 3:00:00 PM,2965.41,2965.41,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 4:00:00 PM,3026.09,3026.09,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 5:00:00 PM,3039.18,3039.18,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 6:00:00 PM,2967.75,2967.75,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 7:00:00 PM,2890.66,2890.66,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 8:00:00 PM,2797.86,2797.86,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 9:00:00 PM,2716.54,2716.54,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 10:00:00 PM,2626.06,2626.06,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/5/2021 11:00:00 PM,2472.89,2472.89,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/6/2021 12:00:00 AM,2401.14,2401.14,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/6/2021 1:00:00 AM,2355.72,2355.72,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16041.95
1/6/2021 2:00:00 AM,2302.85,2302.2,0.65,0.65,0,0.03,99.97,2023-02-27 13:22,2023-02-27 13:22,16042.6
1/6/2021 3:00:00 AM,2280.46,2275.08,5.38,5.38,0,0.24,99.76,2023-02-27 13:22,2023-02-27 13:22,16047.98
1/6/2021 4:00:00 AM,2249.1,2241.72,7.38,1.21,6.17,0.33,99.67,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 5:00:00 AM,2316.58,2316.58,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 6:00:00 AM,2416.96,2416.96,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 7:00:00 AM,2609.13,2609.13,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 8:00:00 AM,2787.16,2787.16,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 9:00:00 AM,2836.45,2836.45,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 10:00:00 AM,2891.77,2891.77,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 11:00:00 AM,2880.9,2880.9,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 12:00:00 PM,2830.54,2830.54,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 1:00:00 PM,2875.48,2875.48,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 2:00:00 PM,2859.66,2859.66,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 3:00:00 PM,2878.64,2878.64,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 4:00:00 PM,2944.19,2944.19,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 5:00:00 PM,2984.73,2984.73,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 6:00:00 PM,2910.49,2910.49,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 7:00:00 PM,2817.86,2817.86,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 8:00:00 PM,2759.38,2759.38,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 9:00:00 PM,2708.08,2708.08,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 10:00:00 PM,2600,2600,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/6/2021 11:00:00 PM,2465.8,2465.8,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 12:00:00 AM,2381.21,2381.21,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 1:00:00 AM,2295.71,2295.71,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 2:00:00 AM,2244.47,2244.47,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 3:00:00 AM,2237.55,2237.55,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 4:00:00 AM,2237.52,2237.52,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 5:00:00 AM,2307.87,2307.87,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 6:00:00 AM,2384.41,2384.41,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 7:00:00 AM,2577.88,2577.88,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 8:00:00 AM,2765.22,2765.22,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 9:00:00 AM,2791.82,2791.82,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 10:00:00 AM,2863.59,2863.59,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 11:00:00 AM,2912.54,2912.54,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 12:00:00 PM,2925.3,2925.3,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 1:00:00 PM,2860.7,2860.7,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 2:00:00 PM,2895.55,2895.55,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 3:00:00 PM,2855.33,2855.33,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 4:00:00 PM,2950.8,2950.8,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 5:00:00 PM,2936.55,2936.55,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 6:00:00 PM,2885.11,2885.11,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16055.36
1/7/2021 7:00:00 PM,2772.72,2762.89,9.83,9.83,0,0.35,99.65,2023-02-27 13:22,2023-02-27 13:22,16065.19
1/7/2021 8:00:00 PM,2697.82,2646.87,50.95,14.4,36.55,1.89,98.11,2023-02-27 13:22,2023-02-27 13:22,16116.14
1/7/2021 9:00:00 PM,2628.82,2577.01,51.81,24.27,27.54,1.97,98.03,2023-02-27 13:22,2023-02-27 13:22,16167.95
1/7/2021 10:00:00 PM,2589,2567.97,21.03,21.03,0,0.81,99.19,2023-02-27 13:22,2023-02-27 13:22,16188.98
1/7/2021 11:00:00 PM,2456.33,2448.4,7.93,7.93,0,0.32,99.68,2023-02-27 13:22,2023-02-27 13:22,16196.91
1/8/2021 12:00:00 AM,2344.77,2344.77,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16196.91
1/8/2021 1:00:00 AM,2292.3,2292.3,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16196.91
1/8/2021 2:00:00 AM,2257.3,2257.3,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16196.91
1/8/2021 3:00:00 AM,2211.16,2211.16,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,16196.91
1/8/2021 4:00:00 AM,2187.79,2173.62,14.17,14.17,0,0.65,99.35,2023-02-27 13:22,2023-02-27 13:22,16211.08
1/8/2021 5:00:00 AM,2244.9,2238.06,6.84,6.84,0,0.3,99.7,2023-02-27 13:22,2023-02-27 13:22,16217.92
1/8/2021 6:00:00 AM,2339.1,2314.24,24.86,7.25,17.61,1.06,98.94,2023-02-27 13:22,2023-02-27 13:22,16242.78
1/8/2021 7:00:00 AM,2560.56,2460.31,100.25,75.52,24.73,3.92,96.08,2023-02-27 13:22,2023-02-27 13:22,16343.03
1/8/2021 8:00:00 AM,2699.21,2555.13,144.08,144.08,0,5.34,94.66,2023-02-27 13:22,2023-02-27 13:22,16487.11
1/8/2021 9:00:00 AM,2772.66,2510.06,262.6,262.6,0,9.47,90.53,2023-02-27 13:22,2023-02-27 13:22,16749.71
1/8/2021 10:00:00 AM,2849.95,2599.57,250.38,250.38,0,8.79,91.21,2023-02-27 13:22,2023-02-27 13:22,17000.09
1/8/2021 11:00:00 AM,2882.43,2692.18,190.25,190.25,0,6.6,93.4,2023-02-27 13:22,2023-02-27 13:22,17190.34
1/8/2021 12:00:00 PM,2838.32,2623.42,214.9,214.9,0,7.57,92.43,2023-02-27 13:22,2023-02-27 13:22,17405.24
1/8/2021 1:00:00 PM,2759.5,2514.61,244.89,244.89,0,8.87,91.13,2023-02-27 13:22,2023-02-27 13:22,17650.13
1/8/2021 2:00:00 PM,2761.36,2492.62,268.74,268.69,0.05,9.73,90.27,2023-02-27 13:22,2023-02-27 13:22,17918.87
1/8/2021 3:00:00 PM,2776.32,2435.41,340.91,340.64,0.27,12.28,87.72,2023-02-27 13:22,2023-02-27 13:22,18259.78
1/8/2021 4:00:00 PM,2860.18,2411.54,448.64,448.64,0,15.69,84.31,2023-02-27 13:22,2023-02-27 13:22,18708.42
1/8/2021 5:00:00 PM,2864.56,2474.1,390.46,390.46,0,13.63,86.37,2023-02-27 13:22,2023-02-27 13:22,19098.88
1/8/2021 6:00:00 PM,2832.65,2176.43,656.22,656.22,0,23.17,76.83,2023-02-27 13:22,2023-02-27 13:22,19755.1
1/8/2021 7:00:00 PM,2743.65,2191.77,551.88,551.88,0,20.11,79.89,2023-02-27 13:22,2023-02-27 13:22,20306.98
1/8/2021 8:00:00 PM,2656.11,2215.42,440.69,440.69,0,16.59,83.41,2023-02-27 13:22,2023-02-27 13:22,20747.67
1/8/2021 9:00:00 PM,2595.6,2171.19,424.41,424.41,0,16.35,83.65,2023-02-27 13:22,2023-02-27 13:22,21172.08
1/8/2021 10:00:00 PM,2565.74,2192.84,372.9,372.9,0,14.53,85.47,2023-02-27 13:22,2023-02-27 13:22,21544.98
1/8/2021 11:00:00 PM,2440.79,2314.32,126.47,126.47,0,5.18,94.82,2023-02-27 13:22,2023-02-27 13:22,21671.45
1/9/2021 12:00:00 AM,2396.43,2311.22,85.21,85.21,0,3.56,96.44,2023-02-27 13:22,2023-02-27 13:22,21756.66
1/9/2021 1:00:00 AM,2323.24,2167.97,155.27,155.27,0,6.68,93.32,2023-02-27 13:22,2023-02-27 13:22,21911.93
1/9/2021 2:00:00 AM,2252.21,2153.66,98.55,31.84,66.71,4.38,95.62,2023-02-27 13:22,2023-02-27 13:22,22010.48
1/9/2021 3:00:00 AM,2221.9,2221.9,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,22010.48
1/9/2021 4:00:00 AM,2185.96,2173.47,12.49,12.49,0,0.57,99.43,2023-02-27 13:22,2023-02-27 13:22,22022.97
1/9/2021 5:00:00 AM,2194.38,2166.26,28.12,28.12,0,1.28,98.72,2023-02-27 13:22,2023-02-27 13:22,22051.09
1/9/2021 6:00:00 AM,2281.3,2267.17,14.13,14.13,0,0.62,99.38,2023-02-27 13:22,2023-02-27 13:22,22065.22
1/9/2021 7:00:00 AM,2360.92,2360.92,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,22065.22
1/9/2021 8:00:00 AM,2487.55,2487.55,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,22065.22
1/9/2021 9:00:00 AM,2586.91,2586.91,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,22065.22
1/9/2021 10:00:00 AM,2725.45,2725.45,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,22065.22
1/9/2021 11:00:00 AM,2766.32,2766.32,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,22065.22
1/9/2021 12:00:00 PM,2756.65,2756.65,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,22065.22
1/9/2021 1:00:00 PM,2738.33,2738.33,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,22065.22
1/9/2021 2:00:00 PM,2711.7,2711.7,0,0,0,0,100,2023-02-27 13:22,2023-02-27 13:22,22065.22
